"ISF Digital Object Identifier"|"Photograph Identification Number"|"Thumbnail Header"|"Photo Descriptive Title"|"Photograph Description"|"Ancient Text Represented "|"ISF Assigned Text Number"|"Text Division"|"Text Sub-Division"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Type of Item Catalogued"|"Photo Text or Publication Number Note"|"Date of Photograph"|"Photographer"|"Photographer"|"Photographer"|"Photographer"|"Photographer"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Is Part Of WSR Project"|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number Note"|"Collaborator"|"Collaborator"|"Collaborator"|"Collaborator"|"Collaborator"|"Photo Dimensions"|"Magnification Code"|"Film Type Code"|"Date of Digital Conversion"|"Digital Object Format"|"Archival File Size"|"Archival File Resolution"|"Compressed Format Extension"|"Compression Ratio"|"Compression Routine"|"Digital Object Type Note"|"Digitization Equipment Specs"|"Rights Digital Object"|"Rights Photograph"|"Script Note"|"Script1"|"Script1 Sub-Level"|"Script2"|"Script2 Sub-Level"|"Script3"|"Script3 Sub-Level"|"Script4"|"Script4 Sub-Level"|"Language Note"|"Language"|"Language"|"Language"|"Language"|"ISF Find Site"|"Relevant Time Line"|"Named Time Period"|"Named Time Period"
"ISF_DO_00673"|"DSS_J5928B_R_I"|"J5928B R ir"|"J5928B Recto, infrared"|"AWS 6a Plate J5928 Recto with 1Q22 DM frgs 10-13, 22-25, 41-45, 47-49, 1Q23 EnGiants a ar frgs 1-22, 24-31, infrared"|"1Q22"|"ISF_TXT_00299"|||||||||||||"image"|"1Q22 DM"|30-11-1984|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"Department of Antiquities, Jordan"|||||"Amman 1988 Project"|"J5928"|||||||||||||||||||||||||"J5928"|"Princeton Theological Seminary"|||||"4 x 5 in"|1|3|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"10:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew, Aramaic"|"Hebrew"|"Aramaic"|||"Qumran Cave 1"|"Syro-Palestinian"|"Hellenistic"|"Roman"
"ISF_DO_00673"|"DSS_J5928B_R_I"||||"1Q23"|"ISF_TXT_00300"||||||||||||||"1Q23 EnGiants a ar"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"ISF_DO_00674"|"DSS_J5928B_V_T"|"J5928B V vis"|"J5928B Verso, visible light"|"AWS 6b Plate J5928 Verso with 1Q22 DM frgs 10-13, 22-25, 41-45, 47-49, 1Q23 EnGiants a ar frgs 1-22, 24-31, visible light"|"1Q22"|"ISF_TXT_00299"|||||||||||||"image"|"1Q22 DM"|30-11-1984|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"Department of Antiquities, Jordan"|||||"Amman 1988 Project"|"J5928"|||||||||||||||||||||||||"J5928"|"Princeton Theological Seminary"|||||"4 x 5 in"|1|1|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"18:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew, Aramaic"|"Hebrew"|"Aramaic"|||"Qumran Cave 1"|"Syro-Palestinian"|"Hellenistic"|"Roman"
"ISF_DO_00674"|"DSS_J5928B_V_T"||||"1Q23"|"ISF_TXT_00300"||||||||||||||"1Q23 EnGiants a ar"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"ISF_DO_00675"|"DSS_J5928B_V_I"|"J5928B V ir"|"J5928B Verso, infrared"|"AWS 6b Plate J5928 Verso with 1Q22 DM frgs 10-13, 22-25, 41-45, 47-49, 1Q23 EnGiants a ar frgs 1-22, 24-31, infrared"|"1Q22"|"ISF_TXT_00299"|||||||||||||"image"|"1Q22 DM"|30-11-1984|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"Department of Antiquities, Jordan"|||||"Amman 1988 Project"|"J5928"|||||||||||||||||||||||||"J5928"|"Princeton Theological Seminary"|||||"4 x 5 in"|1|3|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"10:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew, Aramaic"|"Hebrew"|"Aramaic"|||"Qumran Cave 1"|"Syro-Palestinian"|"Hellenistic"|"Roman"
"ISF_DO_00675"|"DSS_J5928B_V_I"||||"1Q23"|"ISF_TXT_00300"||||||||||||||"1Q23 EnGiants a ar"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"ISF_DO_00676"|"DSS_J5928C_R_T"|"J5928C R vis"|"J5928C Recto, visible light"|"AWS 7a Plate J5928 Recto with 1Q27 Myst frgs 1-17, visible light"|"1Q27"|"ISF_TXT_00301"|||||||||||||"image"|"1Q27 Myst"|30-11-1984|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"Department of Antiquities, Jordan"|||||"Amman 1988 Project"|"J5928"|||||||||||||||||||||||||"J5928"|"Princeton Theological Seminary"|||||"4 x 5 in"|1|1|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"18:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Hellenistic"|"Roman"
"ISF_DO_00677"|"DSS_J5928C_R_I"|"J5928C R ir"|"J5928C Recto, infrared"|"AWS 7a Plate J5928 Recto with 1Q27 Myst frgs 1-17, infrared"|"1Q27"|"ISF_TXT_00301"|||||||||||||"image"|"1Q27 Myst"|30-11-1984|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"Department of Antiquities, Jordan"|||||"Amman 1988 Project"|"J5928"|||||||||||||||||||||||||"J5928"|"Princeton Theological Seminary"|||||"4 x 5 in"|1|3|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"10:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Hellenistic"|"Roman"
"ISF_DO_00678"|"DSS_J5928C_V_T"|"J5928C V vis"|"J5928C Verso, visible light"|"AWS 7b Plate J5928 Verso with 1Q27 Myst frgs 1-17, visible light"|"1Q27"|"ISF_TXT_00301"|||||||||||||"image"|"1Q27 Myst"|30-11-1984|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"Department of Antiquities, Jordan"|||||"Amman 1988 Project"|"J5928"|||||||||||||||||||||||||"J5928"|"Princeton Theological Seminary"|||||"4 x 5 in"|1|1|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"18:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Hellenistic"|"Roman"
"ISF_DO_00679"|"DSS_J5928C_V_I"|"J5928C V ir"|"J5928C Verso, infrared"|"AWS 7b Plate J5928 Verso with 1Q27 Myst frgs 1-17 infrared"|"1Q27"|"ISF_TXT_00301"|||||||||||||"image"|"1Q27 Myst"|30-11-1984|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"Department of Antiquities, Jordan"|||||"Amman 1988 Project"|"J5928"|||||||||||||||||||||||||"J5928"|"Princeton Theological Seminary"|||||"4 x 5 in"|1|3|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"10:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Hellenistic"|"Roman"
"ISF_DO_00680"|"DSS_1Q28a_R_T"|"1Q28a R vis"|"1Q28a Recto, visible light"|"AWS 8a 1Q28a S a Recto, visible light"|"1Q28a"|"ISF_TXT_00302"|||||||||||||"image"|"1Q28a S a"|30-11-1984|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"Department of Antiquities, Jordan"|||||"Amman 1988 Project"|||||||||||||||||||||||||||"Princeton Theological Seminary"|||||"4 x 5 in"|1|1|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"18:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Hellenistic"|"Roman"
"ISF_DO_00681"|"DSS_1Q28a_R_I"|"1Q28a R ir"|"1Q28a Recto, infrared"|"AWS 8a 1Q28a S a Recto, infrared"|"1Q28a"|"ISF_TXT_00302"|||||||||||||"image"|"1Q28a S a"|30-11-1984|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"Department of Antiquities, Jordan"|||||"Amman 1988 Project"|||||||||||||||||||||||||||"Princeton Theological Seminary"|||||"4 x 5 in"|1|3|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"10:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Hellenistic"|"Roman"
"ISF_DO_00682"|"DSS_1Q28a_V_T"|"1Q28a V vis"|"1Q28a Verso, visible light"|"AWS 8a 1Q28a S a Verso, visible light"|"1Q28a"|"ISF_TXT_00302"|||||||||||||"image"|"1Q28a S a"|30-11-1984|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"Department of Antiquities, Jordan"|||||"Amman 1988 Project"|||||||||||||||||||||||||||"Princeton Theological Seminary"|||||"4 x 5 in"|1|1|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"18:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Hellenistic"|"Roman"
"ISF_DO_00683"|"DSS_1Q28a_V_I"|"1Q28a V ir"|"1Q28a Verso, infrared"|"AWS 8b 1Q28a S a Verso, infrared"|"1Q28a"|"ISF_TXT_00302"|||||||||||||"image"|"1Q28a S a"|30-11-1984|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"Department of Antiquities, Jordan"|||||"Amman 1988 Project"|||||||||||||||||||||||||||"Princeton Theological Seminary"|||||"4 x 5 in"|1|3|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"10:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Hellenistic"|"Roman"
"ISF_DO_00684"|"DSS_1Q28a_RTL_T"|"1Q28a RTL vis"|"1Q28a Recto top left, visible light"|"AWS 41 114 1Q28a S a Recto top left, visible light"|"1Q28a"|"ISF_TXT_00302"|||||||||||||"image"|"1Q28a S a"|31-05-1997|"Bruce Zuckerman"|"Marilyn Lundberg"||||"Department of Antiquities, Jordan"|||||"Amman 2001 Project"||||||||||||||||||||||||||||||||"4 x 5 in"|2|1|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"18:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Hellenistic"|"Roman"
"ISF_DO_00685"|"DSS_1Q28a_RTL_I"|"1Q28a RTL ir"|"1Q28a Recto top left, infrared"|"AWS 41 114 1Q28a S a Recto top left, infrared"|"1Q28a"|"ISF_TXT_00302"|||||||||||||"image"|"1Q28a S a"|31-05-1997|"Bruce Zuckerman"|"Marilyn Lundberg"||||"Department of Antiquities, Jordan"|||||"Amman 2001 Project"||||||||||||||||||||||||||||||||"4 x 5 in"|2|3|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"10:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Hellenistic"|"Roman"
"ISF_DO_00686"|"DSS_1Q28a_VTR_T"|"1Q28a VTR vis"|"1Q28a Verso top right, visible light"|"AWS 42 113 1Q28a S a Verso top right, visible light"|"1Q28a"|"ISF_TXT_00302"|||||||||||||"image"|"1Q28a S a"|31-05-1997|"Bruce Zuckerman"|"Marilyn Lundberg"||||"Department of Antiquities, Jordan"|||||"Amman 2001 Project"||||||||||||||||||||||||||||||||"4 x 5 in"|2|1|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"18:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Hellenistic"|"Roman"
"ISF_DO_00687"|"DSS_1Q28a_VTR_I"|"1Q28a VTR ir"|"1Q28a Verso top right, infrared"|"AWS 42 113 1Q28a S a Verso top right, infrared"|"1Q28a"|"ISF_TXT_00302"|||||||||||||"image"|"1Q28a S a"|31-05-1997|"Bruce Zuckerman"|"Marilyn Lundberg"||||"Department of Antiquities, Jordan"|||||"Amman 2001 Project"||||||||||||||||||||||||||||||||"4 x 5 in"|2|3|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"10:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Hellenistic"|"Roman"
"ISF_DO_00688"|"DSS_J5928D_R_T"|"J5928D R vis"|"J5928D Recto, visible light"|"AWS 9a Plate J5928 Recto with 1Q33 M frgs, 1Q34 LitPr a, 1Q35 H b, 1Q37 Hymnic Composition?, visible light"|"1Q33"|"ISF_TXT_00303"|||||||||||||"image"|"1Q33 M frgs"|30-11-1984|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"Department of Antiquities, Jordan"|||||"Amman 1988 Project"|"J5928"|||||||||||||||||||||||||"J5928"|"Princeton Theological Seminary"|||||"4 x 5 in"|1|1|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"18:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Roman"|"Hellenisic"
"ISF_DO_00688"|"DSS_J5928D_R_T"||||"1Q34"|"ISF_TXT_00304"||||||||||||||"1Q34 LitPr a"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"ISF_DO_00688"|"DSS_J5928D_R_T"||||"1Q35"|"ISF_TXT_00305"||||||||||||||"1Q35 H b"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"ISF_DO_00688"|"DSS_J5928D_R_T"||||"1Q37"|"ISF_TXT_00306"||||||||||||||"1Q37 Hymnic Composition?"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"ISF_DO_00689"|"DSS_J5928D_R_I"|"J5928D R ir"|"J5928D Recto, infrared"|"AWS 9a Plate J5928 Recto with 1Q33 M frgs, 1Q34 LitPr a, 1Q35 H b, 1Q37 Hymnic Composition?, infrared"|"1Q33"|"ISF_TXT_00303"|||||||||||||"image"|"1Q33 M frgs"|30-11-1984|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"Department of Antiquities, Jordan"|||||"Amman 1988 Project"|"J5928"|||||||||||||||||||||||||"J5928"|"Princeton Theological Seminary"|||||"4 x 5 in"|1|3|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"10:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Roman"|"Hellenistic"
"ISF_DO_00689"|"DSS_J5928D_R_I"||||"1Q34"|"ISF_TXT_00304"||||||||||||||"1Q34 LitPr a"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"ISF_DO_00689"|"DSS_J5928D_R_I"||||"1Q35"|"ISF_TXT_00305"||||||||||||||"1Q35 H b"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"ISF_DO_00689"|"DSS_J5928D_R_I"||||"1Q37"|"ISF_TXT_00306"||||||||||||||"1Q37 Hymnic Composition?"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"ISF_DO_00690"|"DSS_J5928D_V_T"|"J5928D V vis"|"J5928D Verso, visible light"|"AWS 9b Plate J5928 Verso with 1Q33 M frgs, 1Q34 LitPr a, 1Q35 H b, 1Q37 Hymnic Composition?, visible light"|"1Q33"|"ISF_TXT_00303"|||||||||||||"image"|"1Q33 M frgs"|30-11-1984|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"Department of Antiquities, Jordan"|||||"Amman 1988 Project"|"J5928"|||||||||||||||||||||||||"J5928"|"Princeton Theological Seminary"|||||"4 x 5 in"|1|1|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"18:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Roman"|"Hellenistic"
"ISF_DO_00690"|"DSS_J5928D_V_T"||||"1Q34"|"ISF_TXT_00304"||||||||||||||"1Q34 LitPr a"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"ISF_DO_00690"|"DSS_J5928D_V_T"||||"1Q35"|"ISF_TXT_00305"||||||||||||||"1Q35 H b"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"ISF_DO_00690"|"DSS_J5928D_V_T"||||"1Q37"|"ISF_TXT_00306"||||||||||||||"1Q37 Hymnic Composition?"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"ISF_DO_00691"|"DSS_J5928D_V_I"|"J5928D V ir"|"J5928D Verso, infrared"|"AWS 9b Plate J5928 Verso with 1Q33 M frgs, 1Q34 LitPr a, 1Q35 H b, 1Q37 Hymnic Composition?, infrared"|"1Q33"|"ISF_TXT_00303"|||||||||||||"image"|"1Q33 M frgs"|30-11-1984|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"Department of Antiquities, Jordan"|||||"Amman 1988 Project"|"J5928"|||||||||||||||||||||||||"J5928"|"Princeton Theological Seminary"|||||"4 x 5 in"|1|3|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"10:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Roman"|"Hellenistic"
"ISF_DO_00691"|"DSS_J5928D_V_I"||||"1Q34"|"ISF_TXT_00304"||||||||||||||"1Q34 LitPr a"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"Qumran Cave 1"|"Syro-Palestinian"||
"ISF_DO_00691"|"DSS_J5928D_V_I"||||"1Q35"|"ISF_TXT_00305"||||||||||||||"1Q35 H b"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"Qumran Cave 1"|"Syro-Palestinian"||
"ISF_DO_00691"|"DSS_J5928D_V_I"||||"1Q37"|"ISF_TXT_00306"||||||||||||||"1Q37 Hymnic Composition?"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"Qumran Cave 1"|"Syro-Palestinian"||
"ISF_DO_00692"|"DSS_J5928E_R_T"|"J5928E R vis"|"J5928E Recto, visible light"|"AWS 10a Plate J5928 Recto with 1Q36 Hymns frgs 1-18, 20-25, visible light"|"1Q36"|"ISF_TXT_00307"|||||||||||||"image"|"1Q36 Hymns"|30-11-1984|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"Department of Antiquities, Jordan"|||||"Amman 1988 Project"|"J5928"|||||||||||||||||||||||||"J5928"|"Princeton Theological Seminary"|||||"4 x 5 in"|1|1|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"18:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Hellenistic"|"Roman"
"ISF_DO_00693"|"DSS_J5928E_R_I"|"J5928E R ir"|"J5928E Recto, infrared"|"AWS 10a Plate J5928 Recto with 1Q36 Hymns frgs 1-18, 20-25, infrared"|"1Q36"|"ISF_TXT_00307"|||||||||||||"image"|"1Q36 Hymns"|30-11-1984|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"Department of Antiquities, Jordan"|||||"Amman 1988 Project"|"J5928"|||||||||||||||||||||||||"J5928"|"Princeton Theological Seminary"|||||"4 x 5 in"|1|3|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"10:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Hellenistic"|"Roman"
"ISF_DO_00694"|"DSS_J5928E_V_T"|"J5928E V vis"|"J5928E Verso, visible light"|"AWS 10b Plate J5928 Verso with 1Q36 Hymns frgs 1-18, 20-25, visible light"|"1Q36"|"ISF_TXT_00307"|||||||||||||"image"|"1Q36 Hymns"|30-11-1984|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"Department of Antiquities, Jordan"|||||"Amman 1988 Project"|"J5928"|||||||||||||||||||||||||"J5928"|"Princeton Theological Seminary"|||||"4 x 5 in"|1|1|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"18:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Hellenistic"|"Roman"
"ISF_DO_00695"|"DSS_J5928E_V_I"|"J5928E V ir"|"J5928E Verso, infrared"|"AWS 10b Plate J5928 Verso with 1Q36 Hymns frgs 1-18, 20-25, infrared"|"1Q36"|"ISF_TXT_00307"|||||||||||||"image"|"1Q36 Hymns"|30-11-1984|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"Department of Antiquities, Jordan"|||||"Amman 1988 Project"|"J5928"|||||||||||||||||||||||||"J5928"|"Princeton Theological Seminary"|||||"4 x 5 in"|1|3|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"10:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Hellenistic"|"Roman"
"ISF_DO_00696"|"DSS_J5928F_R_T"|"J5928F R vis"|"J5928F Recto, visible light"|"AWS 11a Plate J5928 Recto with 1Q70 pap unclassified frgs, visible light"|"1Q70"|"ISF_TXT_00308"|||||||||||||"image"|"1Q70 pap unclassified frgs"|30-11-1984|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"Department of Antiquities, Jordan"|||||"Amman 1988 Project"|"J5928"|||||||||||||||||||||||||"J5928"|"Princeton Theological Seminary"|||||"4 x 5 in"|1|1|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"18:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Hellenistic"|"Roman"
"ISF_DO_00697"|"DSS_J5928F_R_I"|"J5928F R ir"|"J5928F Recto, infrared"|"AWS 11a Plate J5928 Recto with 1Q70 pap unclassified frgs, infrared"|"1Q70"|"ISF_TXT_00308"|||||||||||||"image"|"1Q70 pap unclassified frgs"|30-11-1984|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"Department of Antiquities, Jordan"|||||"Amman 1988 Project"|"J5928"|||||||||||||||||||||||||"J5928"|"Princeton Theological Seminary"|||||"4 x 5 in"|1|3|01-05-1998|"image/tiff"||"1200 ppi"|".sid"|"10:01"|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"||||||||"Hebrew"|"Hebrew"||||"Qumran Cave 1"|"Syro-Palestinian"|"Hellenistic"|"Roman"
