"ISF Assigned Text Number"|"Main Text or Publication Number"|"Main Text or Publication Number Prefix"|"Main Text or Publication Number Suffix"|"Alternate Text or Publication Number"|"Text Search and Display Type Code"|"Text Division"|"Text Division Description"|"Text Division Museum Number"|"Text Sub-Division "|"Text or Publication Number Note"|"Physical Object Description"|"Physical Object Note"|"Physical Object Note"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Is Part Of Corpus1"|"Is Part Of Corpus1 Category"|"Is Part Of Corpus1 Sub-Category"|"Is Part Of Corpus2"|"Is Part Of Corpus2 Category"|"Is Part Of Corpus2 Sub-Category"|"Is Part Of Corpus3"|"Is Part Of Corpus3 Category"|"Is Part Of Corpus3 Sub-Category"|"Is Version of"|"Is Part of"|"Text, Uninscribed Artifact, or Glyptic"|"Type of Item Cataloged"|"Medium"|"Text Descriptive Title"|"Alternate Text Title"|"Alternate Text Title"|"Alternate Text Title"|"Alternate Text Title"|"Alternate Text Title"|"Text Description"|"Excavation Description"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Geographical Coverage Note"|"Script Note"|"Script1"|"Script1 Sub-Level"|"Script2"|"Script2 Sub-Level"|"Script3"|"Script3 Sub-Level"|"Script4"|"Script4 Sub-Level"|"Language Note"|"Language"|"Language"|"Language"|"Language"|"Relevant Time Line"|"Named Time Period"|"Named Time Period"|"Date of Inscription Note"|"Ancient City or Location"|"Ancient Structure"|"ISF Find Site"|"Modern City or Location"|"Modern Country"|"Region"|"Location of Original"|"Location of Original"|"Location of Original"|"Location of Original"|"Location of Original"|"Location of Original"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Index Map Filename"
"ISF_TXT_00359"|||||"4"||||||"Clay tablet 4.3 cm X 5.0 cm X 1.6 cm worn across obverse and chipped across reverse upper half"|||"USCARC 6543"|"1"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Barley"||||||"Administrative record of barley, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"barley"|"grain"|"seal impression"|"Ur III"|"USCARC 6543"|"1"|6543|||||||||||||||
"ISF_TXT_00360"|||||"4"||||||"Clay tablet 4.4 cm X 4.4 cm X 1.7 cm worn across obverse right and chipped across reverse"|||"USCARC 6544"|"L151"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Receipt of Fifty Go X…"||||||"Administrative record of receipt of 50 go x, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"seal impression"|"Ur III"|"USCARC 6544"|"L151"|6544|||||||||||||||||
"ISF_TXT_00361"|||||"4"||||||"Clay tablet 3.2 cm X 3.6 cm X 1.2 cm chipped on reverse bottom"|||"USCARC 6545"|"317"|"379?"|||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Receipt for Seven Ur Gis X"||||||"Administrative record of receipt for seven ur gis x, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"seal impression"|"Ur III"|"USCARC 6545"|"317"|"379"|6545||||||||||||||||
"ISF_TXT_00362"|||||"4"||||||"Clay tablet 4.0 cm X 4.9 cm X 1.8 cm with chip off upper right corner"|||"USCARC 6546"|"408"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Receipt for Bundles of Reeds Satukku"||||||"Administrative record of receipt of bundles of reeds satukku, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"reeds"|"seal impression"|"Ur III"|"USCARC 6546"|"408"|6546||||||||||||||||
"ISF_TXT_00363"|||||"4"||||||"Clay tablet 3.3 cm X 4.1 cm X 1.7 cm with chip on obverse"|||"USCARC 6547"|"20"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Sheep and Grain"||||||"Administrative record of sheep and grain"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"animals"|"grain"|"sheep"|"Ur III"|"USCARC 6547"|"20"|6547|||||||||||||||
"ISF_TXT_00364"|||||"4"||||||"Clay tablet 4.2 cm X 4.8 cm X 1.5 cm"|||"USCARC 6548"|"L140"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Amounts of Bread"||||||"Administrative record of amounts of bread, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"bread"|"seal impression"|"Ur III"|"USCARC 6548"|"L140"|6548||||||||||||||||
"ISF_TXT_00365"|||||"4"||||||"Clay tablet 4.2 cm X 5.3 cm X 1.8 cm with chip on obverse lower"|||"USCARC 6550"|"L190"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Delivery of Cattle"||||||"Administrative record of a delivery of cattle, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"animals"|"cattle"|"seal impression"|"Ur III"|"USCARC 6550"|"L190"|6550|||||||||||||||
"ISF_TXT_00366"|||||"4"||||||"Clay tablet 3.0 cm X 4.0 cm X 1.8 cm with chip on obverse right and reverse bottom"|||"USCARC 6551"|"L212"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Disbursement of Animals"||||||"Administrative record of disbursement of animals"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"animals"|"Ur III"|"USCARC 6551"|"L212"|6551|||||||||||||||||
"ISF_TXT_00367"|||||"4"||||||"Clay tablet 2.2 cm X 2.2 cm X 1.2 cm with chip on reverse lower half"|||"USCARC 6552"|"60"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Delivery of One Dead Sheep"||||||"Administrative record of delivery of one dead sheep"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"animals"|"sheep"|"Ur III"|"USCARC 6552"|"60"|6552||||||||||||||||
"ISF_TXT_00368"|||||"4"||||||"Clay tablet 3.5 cm X 3.5 cm X 1.2 cm with chip off lower left"|||"USCARC 6553"|"313"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Receipt of Dead Goat"||||||"Administrative record of receipt of a dead goat, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"animals"|"goat"|"seal impression"|"Ur III"|"USCARC 6553"|"313"|6553|||||||||||||||
"ISF_TXT_00369"|||||"4"||||||"Clay tablet 2.4 cm X 2.5 cm X 1.3 cm with chip off obverse upper right corner"|||"USCARC 6554"|"165"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Animals Disbursed from Uruk"||||||"Administrative record of animals disbursed from Uruk"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"animals"|"Ur III"|"USCARC 6554"|"165"|6554|||||||||||||||||
"ISF_TXT_00370"|||||"4"||||||"Clay tablet 4.2 cm X 5.6 cm X 1.7 cm with chip off obverse lower left and right corners"|||"USCARC 6555"|"22"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Balance Account Barley"||||||"Administrative record of balance account for barley, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"barley"|"grain"|"seal impression"|"Ur III"|"USCARC 6555"|"22"|6555|||||||||||||||
"ISF_TXT_00371"|||||"4"||||||"Clay tablet 4.0 cm X 3.9 cm X 1.3 cm with chip off obverse lower left corner and reverse lower left corner and upper edge"|||"USCARC 6559"|"8"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Bundles of Reeds"||||||"Administrative record of bundles of reeds, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"reeds"|"seal impression"|"Ur III"|"USCARC 6559"|"8"|6559||||||||||||||||
"ISF_TXT_00372"|||||"4"||||||"Clay tablet 4.2 cm X 4.0 cm X 1.7 cm with crack on obverse upper left corner"|"4.2x4.0x1.7"||"USCARC 6560"|"L128"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Receipt"||||||"Administrative record, receipt, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"seal impression"|"Ur III"|"USCARC 6560"|"L128"|6560|||||||||||||||||
"ISF_TXT_00373"|||||"4"||||||"Clay tablet 3.8 cm X 3.9 cm X 1.6 cm"|||"USCARC 6561"|"124"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Barley Fodder for Asses"||||||"Administrative record of barley fodder for asses, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"animals"|"barley"|"seal impression"|"ass"|"fodder"|"donkey"|"Ur III"|"USCARC 6561"|"124"|6561||||||||||||
"ISF_TXT_00374"|||||"4"||||||"Clay tablet 4.2 cm X 4.4 cm X 1.5 cm"|||"USCARC 6562"|"119"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Receipt of Wooden Object from Umma"||||||"Administrative record of receipt of wooden object from Umma, with a seal impression"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"wood"|"Umma"|"seal impression"|"Ur III"|"USCARC 6562"|"119"|6562|||||||||||||||
"ISF_TXT_00375"|||||"4"||||||"Clay tablet 5.2 cm X 6.3 cm X 2.2 cm in three fragments with missing pieces"|||"USCARC 6563"|"300"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"List of Names"||||||"Administrative record, list of names"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"||"pre-Sargonic period"|||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"names"|"Ur III"|"USCARC 6563"|"300"|6563|||||||||||||||||
"ISF_TXT_00376"|||||"4"||||||"Clay tablet 4.5 cm X 4.5 cm X 2.0 cm "|"4.5x4.5x2.0"||"USCARC 6564"|"4"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Balanced Account of Wool"||||||"Administrative record, balanced account of wool"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"wool"|"Ur III"|"USCARC 6564"|"4"|6564|||||||||||||||||
"ISF_TXT_00377"|||||"4"||||||"Clay tablet 6.5 cm X 4.5 cm X 1.1 cm with obverse top corners missing and chip off bottom"|"6.5x4.5x1.1"||"USCARC 6565"|"2"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Large Amounts of Fruit"||||||"Administrative record of large amounts of fruit"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"|||||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"fruit"|"Ur III"|"USCARC 6565"|"2"|6565|||||||||||||||||
"ISF_TXT_00378"|||||"4"||||||"Clay tablet 6.0 cm X 3.9 cm X 2.0 cm with obverse top left broken off"|"6.0x3.9x2.0"||"USCARC 6566"|"K250"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Oxen Sheep Taken in Charge"||||||"Administrative record of oxen sheep taken in charge"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"||"month of Dremen, year Shulgi 47"|||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"animals"|"oxen"|"sheep"|"Ur III"|"USCARC 6566"|"K250"|6566|||||||||||||||
"ISF_TXT_00379"|||||"4"||||||"Clay tablet 4.2 cm X 3.5 cm X 1.8 cm with cracks on both sides, obverse bottom missing"|"4.2x3.5x1.8"||"USCARC 6567"|"K138"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Lambs Delivered"||||||"Administrative record of lambs delivered"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"||"Shulgi 44"|||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"lamb"|"Ur III"|"USCARC 6567"|"K138"|6567|||||||||||||||||
"ISF_TXT_00380"|||||"4"||||||"Clay tablet 2.8 cm X 3.2 cm X 1.7 cm with chip off obverse upper left corner"|||"USCARC 6568"|"K69"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Mana of Silver"||||||"Administrative record of mana of silver"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"||"Umma vii Shu-Sin 3"|"Umma"||"Unprovenanced"||"Iraq"||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"silver"|"Ur III"|"USCARC 6568"|"K69"|6568|||||||||||||||||
"ISF_TXT_00381"|||||"4"||||||"Clay tablet 2.6 cm X 2.3 cm X 1.3 cm"|"2.6x2.3x1.3"||"USCARC 6569"|"K9"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Grain Fed Sheep and Fodder"||||||"Administrative record of grain fed sheep and fodder"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"||"Drehem vi- Amar-Suen 6"|||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"grain"|"animals"|"sheep"|"fodder"|"Ur III"|"USCARC 6569"|"K9"|6569||||||||||||||
"ISF_TXT_00382"|||||"4"||||||"Clay tablet 3.4 cm X 3.4 cm X 1.3 cm with obverse upper left corner missing"|"3.4x3.4x1.3"||"USCARC 6570"|"K133"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Grain from Ir Received by Lushabizu"||||||"Administrative record of grain from Ir received by Lushabizu"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"||"Umma? vii Shulgi 48"|"Umma"||"Unprovenanced"||"Iraq"||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"grain"|"Ur III"|"USCARC 6570"|"K133"|6570|||||||||||||||||
"ISF_TXT_00383"|||||"4"||||||"Clay tablet 3.5 cm X 3.0 cm X 1.6 cm"|"3.5x3.0x1.6"||"USCARC 6571"|"K105"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Lambs, Asses, Goat Delivered"||||||"Administrative record of lambs, asses, goats delivered"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"||"2028-2004 BCE Drehem ii, year Ibbi-Sin?"|||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"animals"|"lamb"|"goat"|"ass"|"donkey"|"Ur III"|"USCARC 6571"|"K105"|6571|||||||||||||
"ISF_TXT_00384"|||||"4"||||||"Clay tablet 3.5 cm X 3.0 cm X 1.6 cm with obverse lower left corner missing"|"3.5x3.0x1.6"||"USCARC 6572"|"K228"||||||||||||||||||||||||||||||||||"Ur III Cuneiform Tablets"|"Sumerian Tablets"||||||||||"Text"|"Ancient Text"|"Clay"|"Grain Fed Sheep from Shulgi A Mu"||||||"Administrative record of grain fed sheep from Shulgi a mu"||||||||||||"Unsystematic excavation from ancient Sumerian site"|"Non-Alphabetic Cuneiform"|"Cuneiform"|"Non-Alphabetic"|||||||"Sumerian"|"Sumerian"||||"Mesopotamian"|"Ur III Period"||"Drehem xi, year Amar Suen 3"|||"Unprovenanced"||||"University of Southern California Archaeological Research Collection"||||||"University of Southern California Archaeological Research Collection"|||||"Cuneiform"|"Clay Tablet"|"Ur III"|"administrative"|"animals"|"grain"|"sheep"|"Ur III"|"USCARC 6572"|"K228"|6572|||||||||||||||
